id,tweets,direct_claim,direct_claim_probability,indirect_claim,indirect_claim_probability,opinion,opinion_probability,quote,quote_probability,not_claim,not_claim_probability,level_2,level_2_probability,level_3_tag,iids
17,news bulletin capital city police lahore #coronavirus  #covid_19  #lockdown https://t.co/svkqff5jmg,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,9cmOCKvc_normal.png
18,stuff to do in quarantine: pm imran khan recommends reading “the arab conquest”.   #stayhome #savelives #pakistan #covid19 https://t.co/t05993qo7f,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,R6hMJjx4_normal.jpg
19,i'm realllyyy effing scared today. i got exposed to someone with #coronavirus...apparently his brother had it a while ago bt he never bothered to take precautions himself. i kept meeting him for a few days. all i can do now is pray and boost my #immunity plz pray for me guys! 😢,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,r3KvmU4T_normal.jpg
20,best explanation of corona sops https://t.co/hwsqmzdxgy,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,dthLFTp6_normal.jpg
21,"19 photos from texas, where the governor paused the next stage of reopening as coronavirus cases surge https://t.co/mudm6renex",no,0.5497165415216003,no,0.8790093253380318,no,0.7636518527987163,no,0.9744481628240165,no,0.8578864430015013,fact_check,0.6933675379164305,rumors,wNkatVY0_normal.jpg
22,@lakkinama @faheemyounus we can't afford complete curfew but the lockdown could have been lifted in step by step. but when we completely abolished it there was a sudden peak in cases. now that selected lockdown in particular areas if implemented in true sense it can be beneficial,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,mz5mBHdg_normal.jpg
23,@lakkinama @faheemyounus i think we did best when we imposed lockdown early and start ehsas program. this should be acknowledged by the higher authorities after that we could ease the things gradually but we suddenly lift up completely before eid. u know in saudia there was a complete curfew on eid,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,mz5mBHdg_normal.jpg
24,even my cute niece is taking all the precautions ❤️#cute #baby #babygirl #covid19 #coronavirus #socialdistancing https://t.co/rmyhzs8esx,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,nT_1EnDs_normal.jpg
25,@lakkinama @faheemyounus u r right. europeans imposed lockdown in a true sense that worked for them. u see now there is downfall in cases in europe. now they are easing the things gradually and step wise and heading towards normal life. there is no confusion about it.,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,mz5mBHdg_normal.jpg
26,i think i speak for everyone when i say lockdown main pait nikal aaya hai 😅😬  so please drop some weight loss tips.,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,tWkJ2_Qf_normal.jpg
27,@jawad_khawaja1 yesss! emporium shop. during lockdown they did door to door deliveries,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,sQ3o0rjZ_normal.jpg
28,killing of kashmiris ; done ladakh gone; done corona v  ; done nepal ; done economy ; done  done ; done https://t.co/figrybnn13,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,cHjcw3Df_normal.png
29,just stepped on a weighing scale since lockdown started..  we have entered problem zone.,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,N_DP0oty_normal.jpg
30,"27 more die in punjab due to corona: toll now 1,629 https://t.co/blrwvdyrmv",no,0.5360903276402894,no,0.9139073606845185,no,0.723037874258765,no,0.9755612423610686,no,0.8543976161219868,fact_check,0.6413424513038184,others,G_JCH0Si_normal.jpeg
31,british high commissioner christian turner appreciates the cooperation b/w pakistan &amp; british govt in ensuring safe travel amid covid-19 challenges 👉link: https://t.co/gfithjgjqm #capitaltv @cturnerfco @imrankhanpti #pakistanbritishgovt #pakukrelations #covid19 #covid19pakistan https://t.co/feg0pxuh7m,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,qbCCtdTa_normal.jpg
32,@lakkinama @faheemyounus this new living of life with covid starts with lockdown then you keep on easing gradually step by step. recently oxford study shows lockdown has prevented 3 millions from getting infected. so you have to give respect to covid_19 if you want to adjust your life with it.,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,mz5mBHdg_normal.jpg
33,@punjabsingh_ never set alarm in lockdown till now,no,0.5222400769277893,no,0.9116572555428339,no,0.757617274636956,no,0.9755641272598149,no,0.842142986492532,fact_check,0.6526560072252782,religious,6RYITZfg_normal.jpg
34,ever been alone on your own birthday… that sucks the most.but maina lockdown ma bhi manai 😁,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,aStSPECv_normal.jpg
35,loss of sense of smell and taste as early symptoms of covid-19 shall be part of guidelines. these symptoms are also important to predict recovery from covid-19 #covid19 kemu https://t.co/h1uqk9b4km,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,sEcwkqrs_normal.jpg
36,@uthoghrjao pury lockdown main mask e ni lia😂😂😂,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,pcyNGUHy_normal.jpg
37,"after the end of corona, you need to wear the mask this way for 2 months.  to let your ears come back to normal position! https://t.co/phubpu9cr2",yes,0.5092368632357358,no,0.9157369113457582,no,0.7983183121453371,no,0.9751596370360796,no,0.7873733748460856,fact_check,0.6460176284172245,others,rRnSvekr_normal.jpg
38,almost all major intersections of downtown lahore are blocked  lockdown is getting onto nerves now,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,FneOspaO_normal.jpg
40,"@sarmada92575839 @hamzashafqaat as per pm, there’s lockdown of 2 weeks only. u shd have vacated room due to online classes",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,DKjeWEdt_normal.jpg
42,ab ghareeb nhi maray gy log corona sy shayad bach jain....petrol ki price sy mar jain gy  @imrankhanpti  @farooquijameel   shame on pti govt.....,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,2nJN2Q_e_normal.jpg
43,"they tried to be impressed by moron niazi, but had to pay toll of hundreds of corona patients. so they reviewed their decision https://t.co/inmgp6syck",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,VxXIEXQV_normal.jpg
44,mohammad hafeez’s second covid19 test conducted by pcb has come negative. finally he has won a series by 2-1.,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,NXxKmW34_normal.jpg
45,all information on pakistan players covid19 tests. #engvpak https://t.co/w7ccrgqcy7,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,AQkfohvw_normal.jpg
46,sheikh zakzaky is detained in an overcrowded prison despite the #covid19 pandemic with no date for his trial.   @amnestynigeria  @whonigeria  @resisttwteam  #zakzakylifematters https://t.co/a0ocdqb6gp,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,DCetZJOg_normal.jpg
47,fed up with this lockdown 😭😭,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,i_VacDYr_normal.jpg
48,@high0ntea corona promotion lists b la betha 😂,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,OKCCnksH_normal.jpg
49,"from ' hum kis gali ja rahy hain ' to ' kismat ka khel sara ,phirta tha me awara '  #covid19 affected us all 😐",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,X4RO4FbY_normal.jpg
50,"at this moment, imran khan is - facing mafia - facing corona - facing border tension - facing economic crisis - facing media propaganda and now facing abuses by own voters. its a hard time for ik  but we hope that he will come out of this and rise again. ia #behindyouskipper ❤️ https://t.co/w7nwnzk5p0",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,M9JbIupy_normal.jpg
51,bbc news - coronavirus: delhi struggles to cope with covid-19 surge https://t.co/goonlhdfkj,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,flD3dj_E_normal.jpg
52,@aajkamrankhan kamran sb testing of corona reduce by govt about 50 %,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,default_profile_normal.png
53,go read this propublica story about a scheme to relabel non-medical masks for emergency workers https://t.co/oo8cuilxpn,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,En0W7uO0_normal.jpg
54,europe will bar americans traveling from the us as the coronavirus pandemic spirals out of control in the states https://t.co/v4pcvvhiaj,no,0.5164570119401232,no,0.9136754152883879,no,0.7039667125133342,no,0.9751372879576525,no,0.882787640510235,fact_check,0.6384155051997216,rumors,wNkatVY0_normal.jpg
55,"#ptcl @ptclofficial @ptclcares  in lockdown of dha, @ptclofficial has forced locked down on cable too. phase 1, sector k is locked down for @ptclofficial .. phone silent..how to call? to whome to call?",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,wfECVT9l_normal.jpeg
56,"#freeyasinmalik imprisonment of kashmiri leadership, killing of  thousands of kashmiris, 326 days of inhuman lockdown in valley.  world mean while: https://t.co/fj2gx3j5vd",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,D8YIAUfs_normal.jpg
57,@sasta_weeknd @imrankhanpti han yeh hota ha  but sindh first day sy hi lockdown pr bht strict rha ha,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,irJTq59X_normal.jpg
58,alba has improved quite a lot defensively since restart of football after lockdown.  #celtabarca,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,Gwx0gNvb_normal.jpg
59,"trending fox business news: texas gov. abbott orders bars to close, limits businesses amid surge in coronavirus cases abbott also put a stop to elective surgeries in the state’s largest counties for the time being in order to protect hospital space in th… https://t.co/4ecrz5gqra",no,0.5497165415216003,no,0.8790093253380318,no,0.7636518527987163,no,0.9744481628240165,no,0.8578864430015013,fact_check,0.6933675379164305,rumors,PsUF2R2q_normal.jpg
60,coronavirus: australian scientists first to recreate virus outside china – bbc news https://t.co/kwojls8z4b https://t.co/4au8f1db6l,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,wNkatVY0_normal.jpg
61,@sasta_weeknd @imrankhanpti pakistan 🇵🇰  is the only country  among 57 muslims majority countries that opt not to stop congregational prayers  there was not a single day that gone without congregation since the start of #covid19pandemic,no,0.5716674934217286,no,0.8645598669038641,no,0.7891605415058194,no,0.9751067821121703,no,0.885201564224048,fact_check,0.7194532078558626,rumors,irJTq59X_normal.jpg
62,@dailymailuk their was no corona case in pakistan when it was spreading in europe shame on @dailymailuk to encourage racial tension in briton. indians ! don’t be happy on this after all you are also a brown for them that is the real story of hatred behind the article .,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,LMj5n3uq_normal.jpg
63,"#کھسرانکلاڈکیت they play dirty politics in serious epidemic of covid19,they should provide basic health facilities in sindh regarding corona, but they were totally failed.  @tm__rocks  @zarraranzal  @saraby114 https://t.co/aytpmck1b7",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,7n-mjggM_normal.jpg
64,say no to everything in #corona https://t.co/sf0fi8xefx,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,oUlZ88F6_normal.jpg
65,"there is several indications that pakistan has #covid19 maximum cases , less figures shown cuz less tested conducted. https://t.co/t42n7cwn1e",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,l6nWrETx_normal.jpg
66,@dc_gurugram there is complete mismanagement of corona handling. there is hardly any effort to contain corona. it's time to increase the testing capacity and monitor strictly. looks like we are headed for doom. authorities are ill prepared for what's coming.,no,0.5631769606250628,no,0.9203175361438992,yes,0.648024746650205,no,0.9749512920544277,no,0.8845027118453916,fact_check,0.7173749546685063,others,default_profile_normal.png
67,@donutkhilado haven’t tried jaidday ki lassi so cant say also tension nahi leni bro corona khatam hone do phir mil ke chalain gay ye sab jaga ❤️❤️❤️,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,tWkJ2_Qf_normal.jpg
68,"sheikh zakzaki, this dear man who, by the will of god, has converted millions of people in nigeria to islam. he lost a number of his sons in a brutal massacre. he is currently in prison amid covid19 pandemic and facing illegal charges. release him immediately  #zakzakylifematters https://t.co/zhcol05cjm",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,DCetZJOg_normal.jpg
69,"final decision on university &amp; college exams in punjab in 2-3 days after education department meets vcs and also seeks direction from university grant commission’s directions in the matter, says @capt_amarinder #askcaptain #covid19 https://t.co/1utkblxbsg",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,CjV6gaE3_normal.jpg
70,when corona will end? 😞,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,2u_Et7Xg_normal.jpg
71,there's no justification whatsoever for the continue illegal detention of shaikh zakzaky amidst coronavirus pandemic.  #zakzakylifematters https://t.co/pkyypgz9xu,no,0.5164570119401232,no,0.9136754152883879,no,0.7039667125133342,no,0.9751372879576525,no,0.882787640510235,fact_check,0.6384155051997216,rumors,DCetZJOg_normal.jpg
72,corona jani wtf. the deal was to cancel the board exams only.🤧,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,k-MTDa3H_normal.jpg
73,so my 93 year old grand father recovered from corona today.,no,0.5098029681092624,no,0.8911537030808372,no,0.7866595967553984,no,0.9746415888764224,no,0.8645480245029378,fact_check,0.7263656146372763,others,qplsx3_m_normal.jpg
74,[live] for this week’s edition of #askcaptain. together we will achieve #missionfateh against #covid19. https://t.co/szcrd5bvte,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,CjV6gaE3_normal.jpg
75,"covid-19 in pakistan!  is the worst yet to come or is it over? the number of new cases have declined steadily for the past 15 days, is that a good sign?  i have made a small snapshot about this for everybody, based on some international examples.  https://t.co/dl3q8ajoa8",yes,0.5739329611395467,no,0.8960318630768846,no,0.794828974286298,no,0.975602335367223,no,0.9032938436588939,fact_check,0.805990796444284,rumors,r9Ynfedi_normal.jpg
76,six (few days back) covid 19 positive national cricket players have recovered and are reported negative today.we can expect high performance from such a team.this is satisfying that this information is classified and bookmakers around the world are oblivious.#كورونا #coronavirus,no,0.6004721172416311,no,0.9332496536123311,yes,0.6299202058215693,no,0.9785401283884155,no,0.8672385959271052,fact_check,0.6271458513882254,others,P82q21Jm_normal.jpg
78,@mariasartaj we are addicted to a to z turns so why to worry . lockdown helping to  read evert tweet and reply on merit though merit is very low :p,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,dSi8foZ__normal.jpg
79,"the gift inside the goodie bag is - n95 mask 😷 for me (instead of chocolates), from my niece😮. she tells me the best gift she had for her birthday yesterday, was her igg antibody test for corona, which came out strong ++. she recovered after 4 weeks🙏🏻. https://t.co/8uoxeajvsj",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,7O8gaeIJ_normal.jpg
80,@talhagdhillon for one moment it's 'corona is flue' but boom the next moment it's not flue anymore. speaking in hatred of ns won't make you the 'defender' of ik. defend his work (if there's any). nevertheless y'all obl is a shaheed because my kam-aqal leader is a terrorist sympathiser.,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,l4G-stW6_normal.jpg
81,@zaiinatif i miss them bruh haven't seen em since corona,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,2EPY5mq5_normal.jpg
82,@shahbazzahid @abbasnasir59 #theultimateremedy #coronaviruscure #cureforcorona #coronavirus #quranicradiation #listentosurrahalrehman  quran pak is the solution in this time and allah pak is the only healer!!! https://t.co/bk6obp92zx,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,18ApXi7Y_normal.jpg
83,"selling the camel milk in lockdown situation at ns interchange dha phase 6,interesting https://t.co/qp3zsbbh3o",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,OFlBKX3Z_normal.jpg
85,@itsmeeariba i used to play table tennis a lot but #covid19 ne sb kabara kr dia :( no other hobby 😭,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,RjE_KrJ3_normal.jpg
86,c o v i d 1 9 s u c k s #coronavirus,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,a-NMxn3A_normal.jpg
87,@saifsiddiquiinc @swamy39 i think you don't know about lockdown so go to library and read something about lockdown. and you can also study what was done in rest of the world.idiot,no,0.5025611469611888,no,0.9139375986766518,no,0.6956174739783616,no,0.9751564627178505,no,0.8911819868071834,fact_check,0.6181484645782349,others,B3CbaOzX_normal.jpg
88,@fao @faodg  declare locust infestation as a plague and help all the countries to deal with it. we need a global effort to deal with it. don't delay like who delayed declaring coronavirus a pandemic.,yes,0.5505891886295061,no,0.914343607976533,no,0.7416233932972015,no,0.9751426730251929,no,0.9103690175484239,fact_check,0.7184141205226708,others,1g9kOGxd_normal.jpg
89,@marriyum_a @imrankhanpti this message show you are recovering from corona and stepping back again in political market... stay well.,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,-ODNyOKz_normal.jpg
90,@hamzz_zz_zz or corona b invited hy?,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,bu37ulcN_normal.jpg
91,people were talking about depression but currently government is giving depression to students.  #corona #postponeneetandjee,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,Jb5HxHAR_normal.jpg
92,@jeffsheehan good saturday under smart lockdown in lahore.,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,e3dKekrd_normal.jpg
93,are you satisfied with imran khan performance in 2 years ?? pakistan  #imrankhanpti  #pmkhanfights4pakistan  #imrankhanvsmafia  #pakistan #petrolprice #pakistan  #imrankhan #coronavirus  #covid_19,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,D-it1kES_normal.jpg
94,judge orders release of migrant children over coronavirus https://t.co/88nq7crxcp,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,wNkatVY0_normal.jpg
95,lockdown k side effects 🤣😂😂 https://t.co/p19ivlarxv,yes,0.5092531041584925,no,0.9125667044937383,no,0.7519483454285819,no,0.974940981797317,no,0.8842221355048794,fact_check,0.7133609640674361,others,01OZBSoc_normal.jpg
96,@ayshaseiyad same yr lockdown m twitter ka nasha lg gya😂😂😂,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,0ibHLi9O_normal.jpg
97,must watch video 👇 #darknetflix #pakistan #saturdaymorning #sushantsinghrajput #postponeneetjee #saturdaythoughts #justiceforjayarajandbennicks #imrankhandestroyingpakistan #darkseason3 #blacklivesmatter #coronavirus #เที่ยวไทยไหนดีกับซี #eurovisionmovie  https://t.co/s9mwvxcpmx,no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,jSRyhIs8_normal.jpg
98,"khan baba chuburjee's mutton qorma has no comparison at all, anywhere in lahore and karcahi. period   although now overpriced in lockdown. almost 200%.",no,0.5315316804401565,no,0.9068492368347691,no,0.7471042059042746,no,0.9744473194690002,no,0.8543976161219868,fact_check,0.6538885657415638,others,vYqSFSzn_normal.jpg
